71,20;12,6;26,1;17,19;66,17;18,9;38,19;48,7;46,8;100,3;73,11;72,4;82,6;65,11;73,9 | 44
83,7;17,7;18,8;92,12;31,16;46,4;44,19;84,6;14,4;69,11;50,15 | 34
67,1;68,17;91,8;90,20;36,10;12,9;46,9;71,14;38,10 | 69
97,9;51,18;76,10;72,19;75,16;18,9;77,17;13,15;33,14;89,11;53,17;12,6;39,15;34,15 | 34
50,15;77,2;63,7;93,14;55,18;17,14;38,12;66,12;94,7;17,6;69,2;84,19;92,5 | 66
77,18;18,17;88,17;26,10;33,3;87,5;92,11;45,13 | 69
65,5;77,18;10,19;93,11;41,2;54,20;55,20 | 90
77,19;58,15;93,8;72,11;81,5;37,12;31,2 | 48
98,16;25,7;14,10;64,5;13,8;40,9;41,12;16,15 | 91
91,17;90,20;60,13;44,4;75,3;47,12;14,10;26,18;65,16;85,11 | 78
96,8;60,9;94,20;46,10;59,18;58,18;25,8 | 48
92,3;28,15;22,12;99,10;13,12;57,5;94,10;84,9;67,9 | 87
15,8;81,3;78,9;22,11;24,7;37,3;55,7;59,4;10,9;31,20 | 84
20,13;52,9;53,12;27,5;21,15;80,14;29,6;39,1;32,3;46,4;86,17;27,8 | 78
55,10;17,14;26,12;67,16;11,17;38,9;28,16;89,9;83,18;32,18;95,9;45,16;61,13;35,6 | 70
45,13;77,16;66,11;99,10;18,12;22,10;10,18;16,17;69,3;19,7;16,17;38,5 | 44
95,9;64,12;94,17;87,14;56,12 | 59
100,15;18,17;90,5;57,1;32,14;37,7 | 28
14,13;98,4;97,8;70,8;92,11;90,17;92,13;28,14 | 90
50,3;18,4;24,13;48,8;63,16;86,11;87,16;65,14;94,1;72,9 | 68
19,6;73,16;55,17;59,18;92,17;77,16;83,4;68,8;23,20;41,16;64,16;24,17;59,8 | 27
97,15;37,1;95,17;71,7;52,16;63,6;96,17;54,13;48,19;48,13 | 70
71,15;53,12;44,13;36,12;71,14;60,19;82,4;20,16;80,10;70,14 | 43
90,17;62,10;97,17;34,15;55,20;100,13;43,14;14,6;10,19;35,10;86,17;89,1 | 82
22,7;51,14;12,1;39,18;19,18;29,20;47,17 | 20
60,1;97,4;42,16;70,18;38,1;37,5;21,9;38,13;93,20 | 96
39,16;10,6;97,2;75,9;32,16;14,18;32,6;60,5;47,16;65,1;35,10 | 90
42,14;92,18;71,3;50,15;55,16 | 92
30,7;62,9;51,16;23,19;19,1;87,17;59,20;15,3;90,12;15,16;51,5;41,4;56,5;48,19 | 94
33,4;25,6;10,4;99,18;68,13;77,8;61,7;10,2;26,1;57,19;75,12 | 72
60,14;82,8;11,8;55,2;79,18;19,7;20,14;14,20;85,8;22,3;73,19;98,18;23,3 | 84
16,11;64,10;69,4;33,20;84,5;96,3;53,9;61,13;12,8;53,11;72,19;11,5 | 26
67,7;62,1;33,17;86,20;37,5;23,13 | 36
37,1;62,11;35,16;40,8;17,15;48,4;53,16;80,5 | 49
45,3;38,5;64,9;85,2;51,17;76,1;68,15;36,16;42,13;40,10;99,7 | 80
55,7;57,1;22,13;54,20;36,9;90,10;81,16;91,16;18,6;58,9;51,13;41,20;68,14 | 92
67,4;88,16;35,7;31,3;86,5;37,17;41,7;16,19;99,9;41,13 | 84
11,17;84,16;82,15;44,6;42,2;13,14;45,7;57,8;32,2;14,12;22,11;59,7;19,17;59,8 | 86
77,6;69,10;58,11;62,14;13,13;12,15;18,1 | 55
49,6;43,1;17,15;63,11;75,8;64,18;49,18;100,8;10,8;17,5;73,6 | 81
20,14;78,15;70,9;48,14;80,7 | 43
47,9;92,6;84,17;12,7;72,18;12,18;80,19;99,7;45,8;92,2;71,20 | 36
27,13;71,12;97,16;24,17;52,7;94,9;94,11;48,17;74,18;39,18;58,15;27,4 | 93
92,15;23,6;85,17;19,13;32,8;36,17;92,11 | 53
18,17;85,15;67,2;95,6;46,16;50,3;67,5;17,11;76,7;78,18;100,19;67,14;82,16 | 88
15,8;76,13;79,3;57,5;56,5 | 93
92,13;38,17;46,17;77,1;26,13;19,4;66,11 | 77
38,4;35,11;90,12;38,3;45,9;23,9 | 89
55,15;87,11;16,18;24,16;97,10 | 67
43,12;98,15;87,14;15,6;63,16;54,3;68,8;90,13;37,2 | 26
22,10;25,15;37,3;48,20;44,14;60,7;50,16;65,17;19,14;16,17;27,3;83,4;52,4 | 76
56,16;57,2;81,11;62,17;33,11;51,8 | 94
98,7;51,7;69,11;73,17;29,17;94,20 | 22
52,6;63,1;47,14;16,4;18,3;28,8;79,13 | 23
73,15;96,12;26,15;75,11;90,4;94,17;54,2;61,10;38,20;84,10 | 28
31,6;20,8;58,4;14,9;81,2;59,17;48,5 | 47
19,20;99,19;79,14;45,13;76,3;46,12;71,6;38,2;71,20;47,17;56,5;68,17;27,9;95,16;21,19 | 61
89,17;36,12;16,6;44,20;76,9;42,2;71,2;94,4;66,11;94,12 | 40
70,12;80,5;34,5;61,16;22,7;33,5;15,7;77,13;64,18 | 97
18,12;33,20;78,14;12,14;98,11;47,9;16,13;95,12;20,8;97,1 | 66
80,11;61,9;38,17;24,7;46,17 | 52
36,4;61,17;28,12;50,8;32,4;16,15;59,17;47,18 | 63
25,1;40,1;83,10;54,13;77,6;67,8;53,17;66,2;50,14;97,4;40,15;11,20 | 34
29,16;49,7;29,12;28,17;89,7 | 84
56,2;33,4;69,6;52,14;13,14 | 57
52,19;76,7;63,17;68,1;95,5;43,17;14,1;13,5;46,7;24,7;70,5;73,20;92,17;90,18 | 95
66,12;81,10;38,2;16,11;45,19;12,10;55,17;54,17;62,19;69,16;41,9;66,4;69,14 | 42
33,7;85,16;66,3;68,17;69,17 | 24
49,20;23,5;58,12;30,10;82,19;40,17;18,1;15,4;25,11;91,2;63,7 | 96
97,19;94,2;63,16;19,13;93,13;41,17;18,13;35,8 | 29
57,6;82,4;54,16;35,1;27,7 | 91
35,13;22,19;81,12;16,17;86,6 | 65
50,7;45,4;36,14;69,15;59,6;19,6;65,7;86,12;63,6;96,20;63,11;56,2;50,5 | 93
32,13;42,8;30,5;79,16;97,19;83,1;22,10;96,15;95,11;27,15 | 67
32,5;30,20;26,15;48,12;27,13;83,5;42,13;24,5;40,19;22,13;76,7;13,7;53,20 | 85
37,20;36,19;98,7;37,6;52,4;10,4;80,18;62,9;48,3;29,3 | 41
41,19;57,13;54,18;100,9;10,1;18,19;85,16;54,14 | 32
54,16;63,8;58,3;12,2;14,18;61,11;56,20;54,4;84,15;50,14;11,8;52,3;14,16;96,13;18,11 | 30
24,16;97,8;46,9;64,18;90,3;32,9 | 70
23,15;80,1;80,5;10,8;73,10;65,15;28,8 | 55
44,12;97,19;26,9;36,19;89,12;76,10;81,13;26,9;47,2;77,6;76,16;78,11 | 36
47,19;29,5;46,13;25,10;83,2;24,12;77,16;10,1;63,10;54,2;70,19;93,5;35,16;76,11 | 76
60,18;42,17;69,11;73,16;74,19;21,17;22,20;94,13;53,4;23,12 | 56
61,11;34,6;20,15;44,20;67,18;70,19;99,5;92,12;58,1 | 90
52,9;18,15;19,13;85,7;22,1 | 29
84,14;39,20;10,14;12,5;81,14;74,7;52,18;62,2;26,1;59,5;12,4;35,2 | 67
94,13;81,11;23,15;19,12;37,18;29,3;74,20;88,17;98,1;43,20;57,10;89,15;87,5;17,2 | 82
71,16;100,14;44,8;98,17;48,17;24,12;62,20 | 80
30,1;11,5;76,11;90,6;14,6;36,2;84,4 | 41
11,14;63,12;26,11;22,16;36,16;21,16;90,10;75,19;98,15;60,1;89,16;40,8;47,14 | 25
80,8;63,18;40,8;30,7;99,9;84,3;30,3;64,13 | 33
32,10;10,8;67,15;17,20;92,5;55,15;13,2;35,15;71,1;86,18;71,18;38,19;25,8;80,15 | 95
58,4;77,5;46,3;93,16;13,13;96,20;70,12;18,18 | 73
23,5;94,16;71,15;96,8;52,10;59,2;95,2;94,8;75,11;99,9;48,20;52,12 | 78
83,5;67,1;88,3;21,2;11,11;56,17;44,2;12,18;59,7;90,11;73,3;98,13 | 58
31,11;21,1;71,15;85,16;11,18;68,14;45,4;61,8;66,10 | 49
45,6;94,7;54,10;19,2;47,17;85,13;58,15;79,8;10,16 | 91
79,7;73,1;89,16;74,14;37,12;86,20;22,17;90,11;81,5;72,12;19,11;91,9;89,1 | 95
35,6;52,14;22,1;76,16;66,10;92,2;91,17;16,2;79,18;26,8;87,20;25,7 | 71
30,13;27,3;59,15;59,19;88,18;30,2;20,18;37,3;15,3;68,8;75,2;22,15;90,4 | 94
47,11;17,3;87,8;10,6;55,8;79,5;81,10;14,6;10,16;59,20;46,3;24,2;68,20;84,11 | 46
95,4;96,20;33,9;10,8;63,20;45,16;55,2;69,17;53,2;37,7;39,6;77,15 | 80
98,1;98,1;68,8;51,7;10,14;76,16;61,17;20,10;77,7 | 85
50,17;25,1;88,20;64,1;81,6 | 52
69,12;77,10;59,19;14,16;43,19;22,5;96,20;55,4;76,13;77,3 | 20
86,8;34,6;98,1;91,14;64,20;89,10;32,17;60,17;15,17;17,16;62,10;75,8;10,3;45,8;68,11 | 58
32,2;59,17;83,5;98,5;13,11;21,5 | 48
86,8;83,15;61,1;36,5;69,10;72,5;84,3;80,20;59,12;43,3;76,3;78,4;56,2;61,3 | 36
69,3;51,5;65,5;39,6;50,17;21,14;58,19;54,9;33,5;13,17;83,5;16,13;52,1;89,9;85,3 | 32
47,6;29,20;83,14;42,4;80,8;15,11;23,6;70,14;82,20;63,9;11,8;57,10;46,4;46,7 | 24
61,4;70,12;89,7;24,7;72,12;25,19;29,15;42,14;35,17 | 89
43,4;99,1;58,5;59,9;48,1;44,17;12,19;30,14;37,4;52,9 | 41
91,3;73,2;43,20;48,13;71,6;50,1;71,3;50,15;62,11;82,9;42,15;92,1;24,11;86,15 | 98
49,12;13,19;82,16;52,16;22,1;41,8 | 76
40,8;65,6;80,14;43,18;39,13;57,17;82,12;34,12 | 22
44,2;12,14;49,1;97,8;93,5;76,1;30,3;95,7 | 63
55,5;19,14;57,16;10,12;66,9;12,11;70,1;92,20;28,11;57,1;93,13;54,17;29,10;93,5;67,5 | 97
29,9;87,19;43,18;29,20;60,2;90,9;94,13;11,15;75,10;86,3;55,12;57,3;29,4;100,8;20,5 | 49
59,19;69,6;82,2;97,10;74,17 | 51
29,9;59,5;100,16;79,6;48,17;76,16;78,4;89,20;15,4;100,4;36,5;54,7;78,16;56,2 | 78
18,7;64,15;51,14;63,15;23,12;94,1;36,11;87,16;100,6;26,9;33,12;54,3;32,5;58,20;41,9 | 46
98,15;85,8;48,9;100,1;59,1;97,20;57,7;38,18;70,1;74,3;78,6;92,20;42,20;17,20;15,14 | 94
52,17;48,6;49,3;88,2;15,1;52,1;70,14;19,13;42,7 | 42
31,19;91,20;64,15;92,16;52,19;73,16;21,10;15,13;47,17;49,20;51,8;30,1 | 29
85,18;96,1;11,11;94,17;57,9;61,11;76,2;64,20;49,4;50,10 | 77
62,18;100,13;56,17;21,12;45,9;80,5;42,10;98,19;89,13;56,8;22,7;23,12 | 55
98,12;90,6;15,16;48,8;42,20;25,19;77,9;38,12;73,4;12,10 | 69
55,11;73,15;23,13;37,9;53,1;55,4 | 54
45,3;67,16;54,10;49,5;91,1;25,12;72,19;74,9;23,10;12,2 | 84
79,18;22,7;98,5;99,13;100,20 | 64
93,20;40,7;87,8;77,9;73,18;72,5;89,19 | 40
62,4;19,17;31,19;89,18;100,14;20,7;85,17 | 85
74,17;91,9;15,11;69,15;56,3;80,6;69,12 | 47
78,16;62,1;87,8;65,12;42,19;26,16;11,20 | 62
20,4;91,5;70,3;42,7;94,1;76,16;50,10;61,13;85,16;55,18;18,14;24,5;47,16;81,8;92,8 | 42
19,11;64,2;49,19;92,1;70,18;67,5;91,1 | 57
52,9;73,4;82,11;35,12;97,15;55,6;88,16;81,3;52,16;95,5;78,10;94,10;45,19;100,10;30,12 | 82
17,1;22,7;50,10;91,12;83,18;33,3;72,2;23,17;64,20 | 27
59,7;94,14;93,17;55,12;48,4;94,7;69,17 | 76
75,10;36,13;36,7;23,19;76,1;50,1;21,16;32,14;27,2;93,5;19,1 | 98
30,9;82,13;93,2;72,18;88,12;67,3;24,1;82,7;71,1;27,9;97,13;78,15 | 60
94,20;15,7;10,8;35,20;45,10;86,2 | 21
34,9;64,12;49,11;59,6;98,11;73,8;69,11;51,10;40,8 | 72
93,18;33,11;30,13;44,16;17,17;97,14;79,13;33,1 | 30
49,11;29,7;47,14;34,13;54,6;75,16;11,3;22,7;100,20;100,17;92,4;50,13;95,5;80,10;62,19 | 38
69,15;68,4;49,18;17,14;26,8;65,15;49,16;98,7;69,7;24,1;49,16;76,11 | 66
58,7;56,13;35,11;46,14;33,7;65,20;58,11;22,2;93,19;100,1;40,1 | 63
85,18;25,4;66,7;87,12;87,9;50,7;55,7;50,7 | 62
71,1;51,12;76,15;74,12;78,10 | 90
76,2;21,5;86,17;38,5;17,2;50,20;15,3;100,13;84,6;65,3;59,20;82,5;82,11 | 65
24,3;52,10;50,10;96,10;75,8;84,6;15,14;27,6;56,15;71,13;84,16;49,19;43,17;38,19 | 73
83,7;25,16;34,6;64,1;85,12;37,12;64,3;30,8;97,2;22,2;48,10;89,12;33,8;71,19;71,19 | 30
67,17;15,10;51,13;98,17;64,20;88,20;15,10;29,13;53,3;83,7;58,16;66,1 | 91
96,9;45,14;50,4;15,18;40,1;80,7;87,4;34,20;42,5;43,11;69,7;41,20;69,10;74,9 | 27
21,8;73,1;72,3;11,2;21,2;31,10;43,18;60,16;63,10;50,15;18,3 | 39
68,4;77,11;48,15;98,19;37,7;20,8;44,15;75,15;72,4;62,11;28,13;33,12;87,17;57,19;64,4 | 46
16,15;83,18;36,6;31,5;14,16;65,20;48,1;19,7;27,10;94,19;27,9 | 41
98,1;25,7;14,3;52,12;41,16;38,10;60,13;33,4;42,11;38,10;64,13 | 62
15,11;38,11;29,18;90,8;39,18;56,14;18,10;43,3;97,3;58,2;58,2;88,13;15,12;82,13 | 93
36,9;35,6;33,19;31,1;70,12;13,11;98,7;20,10;67,16 | 61
75,4;80,19;20,4;96,3;40,16 | 37
85,11;67,17;89,11;95,18;52,12;95,2;94,17;97,5 | 71
72,12;29,13;48,15;63,15;66,1;63,2;77,14;36,6;30,5 | 78
30,16;19,10;28,3;62,7;19,6;99,5;13,15;92,20;94,12;18,6;74,8;97,19 | 39
25,5;29,10;50,11;11,5;62,20;48,10;63,1;21,6;76,2;47,2;41,18;91,19;87,5 | 74
20,3;29,20;16,18;36,5;45,17;70,13;46,2;36,18 | 93
12,4;74,1;76,10;26,14;95,18;22,13;22,9;54,5;79,20;82,17;50,1;36,1;97,1;84,9 | 67
34,14;50,17;40,9;54,13;76,5 | 95
63,20;29,9;97,17;99,12;43,19;40,12;44,10;27,20;57,19;94,18;90,3;40,4;40,16;38,18 | 35
55,13;82,7;37,5;88,5;86,12;43,9 | 26
96,19;20,2;89,13;49,18;60,13;100,13;10,18;92,16;63,3;73,14;45,9;92,8;25,7 | 51
69,6;86,14;60,11;51,2;55,3;20,18;10,2;44,10;54,8;53,14;65,16 | 47
98,2;60,10;37,5;18,6;96,12;92,14;91,12 | 32
34,1;72,5;97,16;44,12;69,17;45,16;65,13;28,6;17,5;19,16;83,7 | 38
77,12;39,16;11,14;93,16;12,20;52,12;76,1;75,17;42,16;99,16;26,20;51,11;23,3;72,20 | 63
10,20;51,12;35,19;50,2;32,11;71,14;20,8;36,19;100,20;70,4 | 78
62,17;96,16;99,2;28,13;52,3;46,10;79,16;17,7;76,11 | 24
65,9;69,9;91,5;56,13;43,1;67,10;76,14;44,19;55,13;37,18;27,9;97,7;13,6;98,12 | 59
93,19;15,9;42,20;13,11;46,8;46,8;45,15;27,3;82,18;49,15;96,8;100,4;60,19;12,20;25,13 | 74
93,9;62,8;76,7;20,2;16,17;49,12;38,14;61,8;10,15;27,2;64,19;10,11 | 28
77,14;89,6;63,5;65,5;78,6;31,3;83,8;18,16;89,18;100,18;45,3 | 36
96,15;55,1;44,17;83,11;10,13;15,10;28,1;77,16;77,3;16,7;81,8;14,4;73,5 | 43
24,4;42,16;19,10;58,13;100,15;47,4;87,10;96,14;61,18;51,6;44,20;16,4;83,19 | 65
55,20;54,12;94,11;92,1;91,20;56,2;90,17;39,17;63,5;47,17 | 31
20,14;78,9;36,12;96,13;49,2;20,8;11,19 | 56
54,8;56,8;83,2;86,8;40,10;39,10;47,3;12,10;26,9 | 32
42,1;91,14;66,8;65,4;52,20;29,17;47,3;100,15;92,4;99,14;19,12;68,7;52,18 | 37
72,10;44,15;45,18;53,15;12,13;14,15;84,20;88,1;34,6;17,1;92,20;53,3 | 78
21,10;31,5;86,9;93,2;68,20;38,19;40,3;16,2 | 96
95,4;17,10;42,3;60,2;89,5;20,6;42,6 | 39
76,18;25,2;38,19;65,4;80,1;27,17;21,17;72,7;75,16;34,10 | 22
49,13;87,9;71,17;89,9;33,14;33,16;90,12;13,8;96,11;62,18;90,20;34,10;95,7 | 20
72,15;34,9;41,9;23,14;20,14;72,15 | 41
77,3;66,7;31,19;58,14;72,15;65,7 | 32
41,19;47,20;55,1;79,9;87,15;37,12;70,11;93,9;46,6;40,12;23,15;45,18 | 100
62,8;55,14;98,4;29,6;81,20;60,1;51,15;47,1;66,16;50,10;72,9;41,19;54,17;70,18;15,15 | 92
19,8;66,17;48,2;16,17;63,7;93,9;62,9;58,16;28,10;22,2;30,5;83,11;92,20;59,13 | 75
70,15;66,17;52,5;30,13;55,13;87,14;46,9;67,6 | 84
61,4;77,14;97,15;20,17;31,12;62,7;16,6;77,20;25,11 | 91
29,2;33,19;16,3;42,19;90,14;67,19;64,6;99,10 | 59
100,10;11,10;95,4;50,18;36,2;17,9;66,12;10,5 | 32
33,4;74,1;20,6;20,11;90,6;28,12;56,3;21,19;18,19;43,1;61,1;46,10;65,2;85,3;75,8 | 75
40,12;30,19;50,15;63,11;43,7;67,2;28,9;44,14;10,14;82,1 | 47
22,8;92,1;88,9;83,2;19,19;47,12;87,6;78,5;47,20;94,13;30,10;25,7;75,14 | 33
98,10;98,16;85,12;69,3;97,12;73,3;48,8;17,1;83,11;29,8;29,12;61,4;88,18 | 27
47,17;56,3;75,15;82,20;16,17;10,4;87,19;81,2;41,10;61,12;14,10;24,1;43,10 | 20
41,15;70,1;22,3;39,8;68,11;54,20;68,7;22,5;47,19;16,16;74,5;79,2 | 26
95,5;60,9;11,18;42,17;43,20;22,8;74,14;92,4;28,16;79,12 | 42
99,10;30,2;97,6;75,6;78,1;12,11 | 74
84,14;73,2;42,18;100,17;92,2;72,12;13,5;59,14 | 21
48,8;57,15;74,2;34,2;37,4;59,10;39,6;53,7;45,17;21,3;68,14;49,7;83,5 | 54
98,8;94,14;38,17;13,2;79,10 | 57
61,11;63,8;53,3;84,2;61,14;61,12;82,11 | 59
91,16;72,2;98,17;73,16;77,13 | 29
30,6;78,17;34,19;24,10;19,12;12,13;79,17;56,13;28,20;38,2;40,16 | 54
89,7;79,7;34,17;68,9;19,4;39,20;89,15;42,7 | 32
77,1;91,14;78,1;71,4;74,18;45,6 | 92
77,1;86,19;99,13;83,14;50,5;48,6;27,2;53,4;73,11;88,19;43,15;95,2 | 87
90,7;18,11;45,15;41,12;61,16;42,7;55,13;99,1;14,2 | 51
48,6;28,6;31,17;43,19;67,17 | 31
51,1;26,13;88,1;62,19;27,15;82,11;19,12;40,6;37,14;46,13;36,20;20,1;80,17 | 42
11,3;31,11;34,1;59,5;66,17;76,6;40,16;56,16 | 33
38,1;82,18;67,20;34,14;97,17;91,18;98,16;42,20;87,12;52,13;43,17;96,2;88,11 | 49
32,17;37,3;98,7;83,8;47,14;96,3;82,16;82,10 | 32
57,14;53,14;38,9;93,9;99,2;29,20;98,17;27,13;17,6;90,14;48,17;75,14;99,7;20,2 | 49
93,8;50,6;27,14;72,7;18,3;40,1 | 25
75,6;12,1;95,13;75,6;78,14;66,15;74,16;69,11;56,2;19,11;73,19;35,13 | 88
54,15;73,13;73,6;32,11;49,16;11,5;38,15;83,10;99,14;55,4;20,6;54,8;10,12;30,5 | 93
26,7;55,5;48,7;98,17;43,16;37,1;35,1;10,4;87,11;44,12;12,19;74,14;92,19;78,14 | 32
11,11;53,8;57,12;20,5;88,11;32,17;45,19;30,4;84,18;46,11;95,12;89,1 | 22
73,10;75,4;16,10;62,8;30,15;99,19;41,14;66,4;44,7;58,5;39,10;57,7;66,14 | 59
28,13;70,10;13,12;57,14;66,13 | 60
10,3;43,19;42,13;49,12;63,16;46,1;60,6;18,10 | 55
16,2;56,18;79,9;60,4;60,7 | 27
81,3;43,11;17,8;89,11;76,1;40,11;22,14;53,3;20,1;62,9;51,12;99,17;83,11 | 97
12,4;61,8;96,5;43,15;53,2;39,12;75,7;28,4;15,14;80,15;16,10;77,2 | 88
35,8;22,5;93,9;31,4;67,18;54,2;32,1;19,6;83,5;46,1;49,18;23,7;11,20;95,5 | 93
29,1;62,19;51,13;25,14;83,19 | 22
67,20;44,4;68,17;34,8;77,10;14,4;70,17 | 34
20,19;33,12;100,10;17,11;93,11;11,19;36,8;53,17;45,2;18,14;63,16;19,8;40,13;49,13;45,6 | 80
33,15;96,16;38,3;38,5;27,7;54,1;48,9;23,12 | 69
35,7;44,1;50,3;100,1;49,19;60,8;60,5;48,11;63,14;59,17;64,12;21,3;14,12;66,1;74,14 | 48
76,13;15,4;76,15;68,19;40,14;27,16;36,8;13,14;92,8;70,11;83,14 | 51
87,7;20,15;13,11;99,4;45,19;11,19;17,16;70,1 | 55
93,13;55,7;65,8;17,14;35,12;46,10;81,5;57,4;63,17;61,11 | 77
75,12;90,20;32,10;43,5;39,1;86,18;18,2;81,18 | 48
81,9;72,14;70,7;89,17;44,15;52,14;60,2;27,2 | 29
61,16;42,18;19,6;78,1;29,10;69,2;45,14;80,2;44,12;42,13;68,19;44,15 | 80
15,20;54,1;27,16;42,3;100,18;16,14;13,5;16,3;96,10 | 36
48,17;43,17;15,17;72,3;78,9 | 60
37,17;27,18;61,7;80,10;22,20;72,16;41,20;99,15;29,15;16,9;40,17;74,10;31,2 | 69
82,10;69,4;45,19;47,19;77,12;85,2 | 38
44,8;79,3;35,10;49,15;75,16;86,7;60,3;59,1;70,9;35,13;48,20;75,3;87,13 | 51
28,14;71,3;29,17;18,12;98,3;12,3;94,2;13,7;81,14;43,6;31,16;21,9;43,8;35,12 | 59
95,12;23,11;64,16;83,15;76,13;44,6;55,3;85,7;14,18;87,10;13,5;14,10;52,20;90,1 | 62
39,2;39,13;50,18;92,8;83,15;79,2;43,6;18,4;30,11;47,12;33,15;53,6;78,13 | 53
86,1;57,15;61,13;61,6;76,14;19,2;53,11;48,17;37,11;57,20 | 25
92,18;24,10;62,9;52,17;49,14;71,11;73,5;36,14;49,15;90,16;80,10;38,19;63,17;97,13;34,13 | 22
66,19;33,17;89,3;19,5;30,11;14,5 | 51
68,2;61,17;82,12;66,6;81,16;26,10;13,7;40,10;84,6;94,10;57,16;49,13;68,17;10,2 | 62
45,8;10,5;50,3;38,5;49,8;66,3 | 84
77,18;31,1;79,6;16,17;96,8;99,16;24,8 | 75
83,13;11,17;92,5;35,12;96,14;76,9;46,2;37,3;97,11;62,5;94,20;56,5;60,1;60,7 | 58
29,4;100,20;29,14;12,19;73,1;69,11;67,4;82,20;59,2 | 22
58,8;16,7;37,4;44,8;54,13;27,12;53,9;65,3;23,11;92,6 | 34
47,11;51,12;58,10;37,18;52,6;18,20;13,20;85,6;51,11;80,4;75,16;98,14;56,16 | 100
27,9;22,17;48,8;23,2;66,9;89,2;20,3 | 92
29,15;23,17;81,11;82,3;27,14 | 62
57,17;50,2;34,10;61,14;64,17;19,14;78,16;87,4;74,2;37,7 | 56
20,1;67,17;32,5;95,10;87,8;25,6;57,3;69,1;54,5;61,14;78,10;69,5;92,8 | 62
33,14;89,17;100,5;23,3;26,15;23,5;27,16;47,12 | 53
86,16;67,7;23,9;82,10;73,20;93,10 | 49
71,20;32,17;46,12;45,7;79,4;21,5 | 47
83,19;22,7;71,15;20,2;45,18 | 56
49,6;82,13;31,13;91,19;72,9;97,3;46,9;68,14;26,1;20,7;26,8;53,9;97,11;42,19 | 21
13,15;30,2;77,14;61,5;26,8;52,3 | 49
81,9;37,8;31,11;67,11;96,13;15,10;36,13;31,6 | 52
52,12;79,9;44,18;68,16;51,14;98,1;26,19;87,12;75,14;61,2;65,7;68,7 | 72
69,12;23,8;88,1;94,17;68,20;99,9;77,11;65,1;99,12;18,7;98,19;58,1;90,10 | 34
50,1;98,2;43,4;55,19;24,15;46,14;99,6;55,5;49,16;47,10;43,13;34,9;44,4 | 54
42,15;29,8;35,18;22,18;23,2;16,3;76,20;57,15;64,20 | 20
47,9;51,9;65,10;14,12;52,9 | 96
18,20;27,14;28,7;76,19;47,10;51,1;11,8;96,14;56,12;22,4;75,10;72,7 | 68
100,1;12,5;17,7;72,2;12,19;12,4;78,15;67,6;65,10;72,18;87,4;51,5 | 83
26,6;96,14;26,15;82,20;60,6;37,7;58,15;42,10;43,11;11,12;60,18;87,8 | 69
97,11;17,17;28,9;95,4;50,11;44,11;22,7;78,7;84,6 | 50
89,7;88,4;52,3;59,3;57,5;80,4;78,12;67,16;92,19;16,17 | 70
